,latitude,longitude,name,Address,Area,Cost for two,Cuisine,Hours,Ratings,Type,Votes,Food-choices
79,22.6232005,88.4419121,Aminia," 201/1, Rajarhat Road, Meena Tower Central Area, Chinar Park",Rajarhat New Town,600," Mughlai, Biryani, North Indian, Rolls",                                11 AM to 11 PM (Mon-Sun),3.8,Casual Dining,1350 votes,"Firni,MuttonBiryani,MuttonKasha,KaathiRoll,Phirni,ChickenTandooriButterMasala,MuttonRezala"
80,22.5041525764,88.3633227646,Abar Baithak," 282, Jodhpur Park, Kolkata.",Jodhpur Park,550, Cafe,                                9 AM to 10 PM (Mon-Sun),4,Cafe,1307 votes,"MurghPlatter,MeatPlatter,CaramelPudding,HotChocolate,Mocktails,ChickenWrap,Lassi"
81,22.5385075,88.3515194,Cafe Mezzuna," 4th Floor, Forum Mall, 10/3, Elgin Road, Elgin, Kolkata","Forum Mall, Elgin",1600," Italian, Mediterranean, Salad",                                12 Noon to 11 PM (Mon-Sun),4.4,"Bar,Casual Dining",2342 votes,"Martini,Mocktails,Risotto,FudgeCake,Tiramisu,MashedPotato,AlmondBiscotti"
82,22.5724395235,88.436092101,Paris Cafe," Block EP XI-I, South City Pinnacle, Sector 5, Salt Lake","Sector 5, Salt Lake",1000," Cafe, Bakery, Desserts, Italian, Continental",                                8:30 AM to 10 PM (Mon-Sun),4.1,"Cafe,Bakery",891 votes,"Coffee,RainbowCake,ChickenSteak,JumboPrawns,Macaroon,MushroomCrepe,HotChocolate"
83,22.517227,88.36714,Momo I Am," 43 Ballygunge Gardens, Gariahat, Golpark, Kolkata",Golpark,550," Tibetan, Chinese, Asian",                                12 Noon to 11 PM (Mon-Sun),4.3,Casual Dining,237 votes,"Momos,Noodles,ChickenKothey,LemongrassChicken,CrispyChicken,PorkRibs,TempuraFish"
84,22.5463176769,88.3615159616,Shiraz Golden Restaurant," 135, Park Street, Park Street Area, Kolkata",Park Street Area,550," Biryani, Mughlai, North Indian",                                12 Noon to 11:30 PM (Mon-Sun),4,Casual Dining,1491 votes,"Firni,MuttonBiryani,BrainMasala,ChickenTikka,MuttonChaap,ChickenReshmiButterMasala,MuttonHaleem"
85,22.502039,88.3540231,Hondo's," 58/100, Prince Anwar Shah Road, Kolkata",Prince Anwar Shah Road,700," Continental, American, Fast Food",                                24 Hours (Mon-Sun),4,Casual Dining,506 votes,"BeefSteak,PorkChops,JackedPotato,PorkRibs,Mojito,BrownieChocolate,BltBurger"
86,22.5513686104,88.3539303392,Marco Polo," 24, Park Centre Building, Park Street, Park Street Area, Kolkata",Park Street Area,1200," Continental, North Indian, Chinese",                                12 Noon to 10:45 PM (Mon-Sun),4.1,Casual Dining,1015 votes,"Brownie,SeekhKebab,IceCreamSandwich,JumboPrawns,Noodles,DalMakhani,Mousse"
87,22.5685717328,88.4345816821,Opium,,,,,,,,,"Omelette,CrispyChilliBabycorn,MuttonPatiyala,CrispyChicken,ChickenBharta,ChickenSalad,TandooriChicken"
88,22.5506530314,88.3540460095,What's In D Name," 1/1, Camac Street, Park Street Area, Kolkata",Park Street Area,1500, Finger Food,                                2:30 PM to 11:45 PM (Mon-Sun),3.6,Pub,349 votes,"Nachos,Fries,CheesyPizza,LongIslandIcedTea,WhiteSaucePasta,HarissaChicken,TandooriPlatter"
89,22.5734116398,88.4371371567,Raize The Bar," DP 5, Godrej Waterside, Near College More, Sector 5, Salt Lake","Sector 5, Salt Lake",1800," North Indian, Chinese, Italian","                                12 Noon to 11:30 PM (Mon, Tue, Wed, Thu, Fri, Sun)...",4.1,Pub,525 votes,"Mocktails,Mojito,BasilChicken,MeatPizza,TeriyakiChicken,CheloKebab,Nachos"
90,22.5734116398,88.4371371567,Raize The Bar," DP 5, Godrej Waterside, Near College More, Sector 5, Salt Lake","Sector 5, Salt Lake",1800," North Indian, Chinese, Italian","                                12 Noon to 11:30 PM (Mon, Tue, Wed, Thu, Fri, Sun)...",4.1,Pub,525 votes,"Mocktails,Mojito,BasilChicken,MeatPizza,TeriyakiChicken,CheloKebab,Nachos"
91,22.5878029,88.4085996,Kaafila," 3rd Floor, Block B, City Centre 1, Sector 1, Salt Lake","City Centre 1, Sector 1, Salt Lake",1500," Mughlai, Afghani, North Indian","                                12:30 PM to 3:15 PM, 7 PM to 10:30 PM (Mon-Sun)",4.3,"Casual Dining,Bar",1982 votes,"KeemaNaan,KabuliTandooriMurgh,Firni,PineappleRaita,TehariMurgh,Margarita,AfghanChicken"
92,22.5171445,88.3452905,Bachan's Dhaba," T 39A, Rash Behari Avenue, Kalighat, Kolkata",Kalighat,350," Chinese, North Indian",                                11 AM to 12 Midnight (Mon-Sun),3.7,Dhaba,926 votes,"Kulcha,TandooriChicken,KulfiFaluda,PaneerTikka,Lassi,ChickenTikkaMasala,ChickenChaap"
93,22.5406599288,88.3655915782,Royal Indian Restaurant," 24A, Syed Amir Ali Avenue, Park Circus Area, Kolkata",Park Circus Area,750," Biryani, North Indian, Mughlai",                                11 AM to 11:30 PM (Mon-Sun),3.8,Casual Dining,682 votes,"MuttonChaap,Firni,ShahiTukda,MuttonBiryani,ChickenChaanp,AwadhiBiryani,Phirni"
94,22.5146460443,88.3532762155,Xrong Place," 25, Sarat Banerjee Road, Southern Avenue, Kolkata",Southern Avenue,1200," Finger Food, Chinese",                                2 PM to 12 Midnight (Mon-Sun),3.8,Pub,1371 votes,"LongIslandIcedTea,Cosmopolitan,PorkChops,DraughtBeer,Fries,ChickenSteak,ChickenSausages"
95,22.553576323,88.351893872,Rajdhani Thali," 21, Park Street, Near Samsung Showroom, Park Street Area, Kolkata",Park Street Area,850," Rajasthani, Gujarati","                                12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",3.9,Casual Dining,605 votes,"Kheer,Jalebi,RajasthaniThali,Halwa,Dhokla,Aamras,KesariaLassi"
96,22.5934218,88.4060013,CALCUTTA 64," BC 25, Sector 1, Salt Lake","Sector 1, Salt Lake",450, Cafe,                                11:30 AM to 11 PM (Mon-Sun),4.4,Cafe,716 votes,"MochaFrappe,Mocktails,Momos,ChickenBbqBurger,Brownie,HotChocolate,ChocolateMousse"
97,22.5468617,88.3532164,TFO - The Factory Outlet," 5th Floor, Westside Building, Block D, 22, Camac Street Area, Kolkata","Pantaloons, Camac Street Area",1200," European, Mediterranean",                                12 Noon to 12 Midnight (Mon-Sun),4.1,"Bar,Casual Dining",1099 votes,"Nachos,Momos,PeriFries,Sangria,Mojito,Risotto,MushroomSoup"
98,22.5163730431,88.3670550585,The Whistling Kettle," 23/3, Gariahat Road, Near Mouchak Sweets, Golpark, Kolkata",Golpark,600," Cafe, Continental, Tea","                                12 Noon to 10 PM (Mon),9 AM to 10 PM (Tue-Fri),8 AM...",4.1,Cafe,444 votes,"PorkPlatter,Lasagne,ChocolateShake,Pancakes,VietnameseCoffee,JumboSandwich,ChickenSalamiSandwich"
99,22.5896056561,88.4085605666,Balle Balle Dhaba," DC 27/26, Near City Centre 1, Sector 1, Salt Lake","Sector 1, Salt Lake",600, North Indian,                                12 Noon to 2 AM (Mon-Sun),3.8,"Casual Dining,Dhaba",1399 votes,"ChickenTarka,TandooriChicken,Firni,ChickenReshmiMasala,ButterChicken,Phirni,MurghMalai"
100,22.5382752,88.3653259,Yauatcha," Level 5, Quest Mall, 33, Syed Amir Ali Avenue, Ballygunge, Kolkata","Quest Mall, Ballygunge",2000," Tea, Desserts, Chinese",                                12 Noon to 11:30 PM (Mon-Sun),4.4,"Fine Dining,Bar",1074 votes,"Dumplings,RaspberryDelice,DimSums,LycheeMartini,KungPaoChicken,SeafoodNoodles,SweetCornChickenSoup"
101,22.5146770165,88.3467229083,The Palms," 1st Floor, 19A, Meghnad Saha Sarani, Southern Avenue, Kolkata",Southern Avenue,1100," Asian, Awadhi, North Indian, Mughlai","                                12 Noon to 5 PM, 6 PM to 11 PM (Mon-Sun)",4.7,Casual Dining,742 votes,"KeemaNaan,Noodles,MasalaKulcha,KungPaoChicken,Brownie,GajarKaHalwa,GulabJamun"
102,22.5245087,88.3684187,Kasturi Restaurant," 13/6B, Anil Moitro Road, Near Patha Bhabvan Montessori School, Ballygunge, Kolkata",Ballygunge,650," Bengali, Bangladeshi",                                11:45 AM to 11 PM (Mon-Sun),3.8,Casual Dining,827 votes,"BhetkiPaturi,MocharGhonto,KochuPataChingriBhapa,JhuriAluBhaja,KoshaMangsho,MuttonKosha,MuttonDakBunglow"
103,22.5521358952,88.3525067568,OTT - Over the Top," 6th Floor, The Myx, 20G, Near Loreto House, Park Street Area, Kolkata","The Myx, Park Street Area",1000, Finger Food,                                4 PM to 12 Midnight (Mon-Sun),3.6,Lounge,638 votes,"PeriPeriChicken,Mojito,Risotto,Mocktails,CrispyChilliBabycorn,GarlicBread,FrenchFries"
104,22.5705373753,88.4336224571,Jaisalmer," Podium Floor, Globsyn Crystal, EP & GP Block, Sector 5, Salt Lake","Globsyn Crystals, Sector 5",900," North Indian, Chinese",                                11 AM to 12 Noon (Mon-Sun),3.7,"Casual Dining,Bar",1597 votes,"Shawarma,VegStarter,KadhaiPaneer,PanneerButterMasala,MuttonRaraPunjabi,PaneerKulcha,ChickenBiryani"
105,22.5348515,88.3536058,The Dugout,,,,,,,,,"KitKatShake,Mocktails,MexicanRice,PastaAlfredo,PotatoWedges,Nachos,VegPlatter"
106,22.5294655,88.368739,Bohemian," 32/4, Old Ballygunge, 1st Lane, Near Bondel Road, Ballygunge, Kolkata",Ballygunge,1700," Bengali, Continental, Seafood",                                12 Noon to 11 PM (Mon-Sun),4.3,Casual Dining,1579 votes,"TenderCoconutMousse,JumboPrawns,Mocktails,RoastChicken,KachaLonkaMangsho,CheesecakeMalpua,LemonPie"
107,22.5168238,88.3628565,Saptapadi," 49B, Purna Das Road, Hindustan Park, Kolkata",Hindustan Park,900, Bengali,"                                12 Noon to 10:45 PM (Mon, Wed, Thu, Fri, Sat, Sun)...",4.1,Casual Dining,557 votes,"Thali,ChickenCurry,BhetkiPaturi,DaabChingri,Luchi,IceCreamPatishapta,Paella"
108,22.5956817519,88.3649394661,Mitra Cafe," 47, Jatindra Avenue, Shobha Bazar, Kolkata",Shobha Bazar,300," North Indian, Fast Food",                                5 PM to 10 PM (Mon-Sun),4,Quick Bites,1055 votes,"BrainChop,FishKaviraji,ChickenKasha,KoshaMangsho,MuttonKaviraji,ChocoPudding,MughlaiParatha"
109,22.5231999,88.365272,Mirch Masala Restaurant & Bar," 49/2, Gariahat Road, Near Pantaloons, Gariahat, Kolkata",Gariahat,800," North Indian, Chinese",                                11 AM to 10:30 PM (Mon-Sun),4,Casual Dining,1375 votes,"DahiKebab,MasalaKulcha,Jalebi,PaneerTikka,HandiGosht,TandooriChicken,SweetCornSoup"
110,22.5042678016,88.338079825,The Love Room," 36, Tollygunge Circular Road, Tollygunge, Kolkata",Tollygunge,800," North Indian, Continental, Salad",                                12 Noon to 10 PM (Mon-Sun),4.3,Casual Dining,303 votes,"Nachos,Spaghetti,Brownie,PeriPeriChickenPizza,Mocktails,NutellaWaffle,Coffee"
111,22.5516086,88.3536058,SpiceKlub," 1st Floor, 24, Park Street, Annex Building, Magma House Complex, Park Street Area, Kolkata",Park Street Area,2100, North Indian,"                                12 Noon to 4 PM, 6:30 PM to 11:30 PM (Mon-Sun)",4.4,Casual Dining,376 votes,"CheesePapad,PapadPlatter,VadaPav,Panipuri,ChocolatePaan,MalaiKofta,Chaat"
112,22.5382752,88.3653259,Bombay Brasserie," 5th Floor, Quest Mall, 33, Syed Ali Amir Avenue, Ballygunge, Kolkata","Quest Mall, Ballygunge",1900, North Indian,                                11:30 AM to 11 PM (Mon-Sun),4.2,"Casual Dining,Bar",955 votes,"KaaliDal,VegetableBiryani,ChurChurParatha,SubzShikampuriKebab,Phirni,PrawnPulav,ChickenShorba"
113,22.5904993347,88.4121097997,Noir," Hotel Golden Tulip, DD 19, Sector 1, Salt Lake","Sector 1, Salt Lake",800," Cafe, North Indian, Fast Food",                                1 PM to 1 AM (Mon-Sun),3.2,Cafe,72 votes,Mocktails
114,22.5656029371,88.3510023728,Bhojohori Manna," 11A, Esplanade East, Esplanade, Kolkata",Esplanade,550, Bengali,                                12 Noon to 10:30 PM (Mon-Sun),3.4,Casual Dining,429 votes,"VetkiPaturi,ChickenDakBunglow,MuttonDakBunglow,ChanarDalna,DaabChingri,KatlaKalia,BasantiPulao"
115,22.5024508244,88.3595468849,Hanglaatherium," 188/3/1A, Prince Anwar Shah Road, Near Sanghati Park, Prince Anwar Shah Road, Kolkata",Prince Anwar Shah Road,500," Biryani, North Indian, Mughlai",                                1 PM to 10:30 PM (Mon-Sun),4.1,Casual Dining,1341 votes,"MuttonHanglabari,Phirni,ChickenChaap,MuttonChaap,MuttonBiryani,ChickenTikkaMasala,ButterNaan"
116,22.4916371,88.3473462,The Chaiwala," 6/1/2, Graham's Land, N.S.C Bose Road, Tollygunge, Kolkata",Tollygunge,400," Cafe, Fast Food","                                4 PM to 10 PM (Mon),11 AM to 10 PM (Tue-Sun)",4.5,Cafe,1158 votes,"Mocktails,SmoothieChocolate,Chai,BaconTornadoBurger,GrilledChickenBurger,Waffles,HotChocolate"
117,22.5524377,88.4060653,Byepass Dhaba," 1/A, Sector B, Metropolitan CHS, Science City Area, Kolkata",Science City Area,800," North Indian, Chinese, Indian, Kebab",                                12 Noon to 2:30 AM (Mon-Sun),3.6,Casual Dining,745 votes,"ChickenDumBiryani,MurgReshmiKabab,ChickenBharta,DahiKebab,ManchowSoup,PaneerTikka,TandooriChicken"
118,22.5146816624,88.3534666523,The Wall," 31, Dr. Sarat Banerjee Road, Near Russa Telephone Exchange, Sarat Bose Road, Southern Avenue, Kolkata",Southern Avenue,1400," Chinese, Japanese, Seafood, Thai","                                12:30 PM to 3:30 PM, 7 PM to 10:45 PM (Mon-Sun)",4,"Casual Dining,Bar",1125 votes,"Sushi,SpicyChicken,TreasureMushroom,ChickenLemonCorianderSoup,ChickenLungFungSoup,SweetCornSoup,Kimchi"
119,22.5726088703,88.4328184649,Dum Laga K Haisha,,,,,,,,,"TandooriChicken,PrawnBiryani,VirginMojito"
120,22.6772522,88.4463671,Sher-e-Punjab," 151, Sukanta Nagar, Near Micheal Nagar Post Office, Barasat, Kolkata",Barasat,650," North Indian, Chinese",                                11 AM to 12 Midnight (Mon-Sun),3.5,Casual Dining,877 votes,"TandooriChicken,PaneerTikka,SarsonKaSaag,MasalaKulcha,LimeSoda,ChickenBharta,Lassi"
121,22.5450469,88.3547717,Hindusthan Dhaba,,,,,,,,,"JeeraRice,TandooriChicken,ButterChicken,DalMakhani,MasalaChaach,ChickenBharta,MurghBanjara"
122,22.5160509359,88.3924066275,Punjabee Rasoi," 196, Chakraborty Para, Rajdanga, Near Water Tank, Kasba, Kolkata",Kasba,800, North Indian,"                                Closed (Mon),11 AM to 10:30 PM (Tue-Sun)",4.4,Casual Dining,1299 votes,"DalMakhani,LehsuniKebab,MushroomTikka,KabuliNaan,PaneerPulao,ChickenTikkaButterMasala,MuttonKosha"
123,22.5131618488,88.3491003513,The Coastal Macha,,,,,,,,,"Appam,CoconutPudding,MurghGheeRoast,GheeRoastMutton,SeaFood,MalabariParatha,KokumSharbat"
124,22.6222262,88.4458585,Tamara - Pipal Tree Hotel," RGM-AS/465, Hatiara, Major Arterial Road","Pipal Tree Hotel, Rajarhat New Town",1800," North Indian, Chinese, Mexican, Thai, Continental","                                12 Noon to 3:30 PM, 7:30 PM to 11 PM (Mon-Sun)",4.3,"Casual Dining,Bar",1162 votes,"ChocolatePaan,FruitSalad,Lassi,ChocolateSamosa,PaneerLababdar,Mocktails,ButterChicken"
125,22.516926,88.3669567,Koshe Kosha," 62, Ballygunge Gardens, , Golpark, Kolkata, Near Golpark Post Office",Golpark,650, Bengali,                                11 AM to 11 PM (Mon-Sun),3.5,Casual Dining,802 votes,"KoshaMangsho,KoshaMurgi,MuriGhonto,DhokarDalna,ChitalMacherMuitha,MoshlaMurgi,MuttonKosha"
126,22.5170041,88.3601028,Cafe Drifter," 7, Jatin Bagchi Road, Hindustan Park, Kolkata",Hindustan Park,800," Cafe, Continental",                                11 AM to 11 PM (Mon-Sun),4.1,Cafe,263 votes,"ChocolateShake,ChickenBurger,KitKatShake,ChickenLasagne,CaesarSalad,PorkChops,Brownie"
127,22.5779132,88.4005052,Machaan," 4th Floor, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata","Mani Square Mall, Kankurgachi",1300, North Indian,"                                12:30 PM to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",3.9,Casual Dining,1196 votes,"TandooriChicken,MuttonBiryani,DhaniaChicken,Rabri,MultaniParatha,Raan,Malpua"
128,22.5523281802,88.3527367562,KFC," 20K, Park Street, Park Street Area, Kolkata",Park Street Area,500," Burger, Fast Food",                                11 AM to 11 PM (Mon-Sun),3.8,Quick Bites,1124 votes,"ZingerBurger,VirginMojito,ChickenBurger,SaucyChicken,CrispyChicken,ChickenBucket,ChocoLash"
129,22.5849115,88.3917176,Honey Da Dhaba," P54, VIP Road, Scheme VII M, Opposite ESI Hospital, Kankurgachi, Kolkata",Kankurgachi,600," Biryani, North Indian, Mughlai",                                11 AM to 12 Midnight (Mon-Sun),3.7,Dhaba,1095 votes,"TandooriChicken,MuttonRoganjosh,PaneerTikka,Kulfi,ButterChicken,Lassi,ChickenBharta"
130,22.5149087,88.3933049,Barcelos,,,,,,,,,"PeriPeriChicken,BlueberryCheesecake,KiwiKooler,CheesecakeShake,PeriPeriSizzler,Mocktails,KalaKhatta"
131,22.5622436,88.3512159,Aaheli - The Peerless Inn," The Peerless Inn Hotel, 12, Jawaharlal Nehru Road, Esplanade, Kolkata","The Peerless Inn, Esplanade",2000, Bengali,"                                12:30 PM to 3 PM, 7:30 PM to 11 PM (Mon-Sun)",4,Fine Dining,404 votes,"BhetkiPaturi,BengaliFish,DaabChingri,MocharGhonto,Luchi,MishtiDoi,BonelessHilsa"
132,22.595028,88.405118,Kouzina Mining Co.,,,,,,,,,"DalMakhani,Mocktails"
133,22.5242383,88.3490155,Bon Appetit," 109/26, Hazra Road, Hazra, Kolkata",Hazra,550," Cafe, Italian, Desserts, Salad",                                9 AM to 8:30 PM (Mon-Sun),4.1,Cafe,1884 votes,"ChocolateAvalanche,MidnightCookieShake,ChocoAvalanche,HandBeatenCoffee,CheeseParatha,MasalaTea,Nachos"
134,22.6015043867,88.3736881614,Golbari," New Punjabi Hotel, 211, A.P.C. Road, Shyam Bazar, Kolkata",Shyam Bazar,450," Bengali, North Indian",                                12:30 PM to 11 PM (Mon-Sun),3.7,Quick Bites,1551 votes,"KoshaMangsho,MuttonKosha,MuttonKasha,MuttonCutlets,ChickenKasha,MuttonKeema,MuttonCurry"
135,22.5141387189,88.3559188619,Asia House," 17A, Lake View Road,Near Raymond, Southern Avenue, Kolkata",Southern Avenue,700," Chinese, Thai, Burmese, Vietnamese, Malaysian, Indonesian, Singaporean",                                12 Noon to 10:45 PM (Mon-Sun),4.5,Casual Dining,314 votes,"Noodles,Dumplings,RoastPorkChilli,KungPaoChicken,SweetCornSoup,Momos,BbqChicken"
136,22.5310584743,88.3960309625,Sanjha Chulha," 88, Uttar Panchanna Gram, Ruby Hospital Area, Kolkata",Ruby Hospital Area,900," North Indian, Chinese","                                12 Noon to 3 PM, 7 PM to 11 PM (Mon-Sun)",3.6,Casual Dining,867 votes,"KeemaPulao,MurghAngara,MurghMalai,KadhaiMurgh,ChickenButterMasala,MasalaKulcha,Firni"
137,22.5172294109,88.3610911667,Wise Owl," 66/2B, Purna Das Road, Hindustan Park, Kolkata",Hindustan Park,1000," Cafe, Italian, Continental, Fast Food, Salad",                                7:30 AM to 10:45 PM (Mon-Sun),3.7,Cafe,1573 votes,"Coffee,EggBurger,GingerHoneyTea,ChocolateShake,Mocktails,BreakfastPlatter,ChickenStroganoff"
138,22.5516339713,88.3525744826,Frollz," 2, Middleton Row, Park Street Area, Kolkata",Park Street Area,250, Ice Cream,                                11 AM to 2 AM (Mon-Sun),4.5,Dessert Parlor,193 votes,"IceCreamRoll,Pinacolada,PaanIceCream,Coffee,Brownie,CreamyRoll"
139,22.5163910068,88.3618032932,Mrs. Magpie," 570, Lake Terrace Road Extension, Keyatala, Southern Avenue, Kolkata",Southern Avenue,500," Cafe, Bakery, Desserts","                                9 AM to 11 PM (Mon, Tue, Wed, Fri, Sat, Sun), Closed...",4.1,"Cafe,Bakery",2081 votes,"HotChocolate,Coffee,PeanutButterCupcake,BaconSandwich,CreamCheeseBrownie,Scones,ChickenSlider"
140,22.5364087,88.3648709,Tram Deepo," 45, Fazlul Haque Sarani, Near Ice Skating, 2nd floor,   -19, Ballygunge, Kolkata",Ballygunge,1200," Chinese, Cafe, Continental, North Indian, Finger Food",                                1 PM to 12 Midnight (Mon-Sun),3.9,"Casual Dining,Bar",397 votes,"Mocktails,KitKatShake,Nachos,WatermelonMojito,VirginMojito,PestoPaneerTikka,VegJaipuri"
141,22.5370355782,88.3510861918,The Country House," 4C, Allenby Road, Near Forum Mall, Elgin, Kolkata",Elgin,800," Cafe, Italian, Continental, Bakery, Salad",                                8 AM to 11 PM (Mon-Sun),3.9,"Cafe,Casual Dining",419 votes,"Mocktails,Waffles,CaramelColdCoffee,BrownieShake,Nachos,ExoticVegPizza,VeggiePizza"
